EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,MAGNITUDE_TYPE,SOURCE,TOR_LENGTH,TOR_WIDTH,BEGIN_DIRECTION,END_DIRECTION,END_LOCATION,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,Zip
584233,JEFFERSON CO.,LONG RUN,2015-07-13,1341,Thunderstorm Wind,52, ,EG,Trained Spotter, , ,N,N,LONG RUN,1341,38.2591,-85.4156,38.2591,-85.4156,A trained spotter reported that a tree fell down and blocked Long Run road.,"A series of upper level disturbances moved from the Upper Midwest into the lower Ohio Valley and interacted with a moist, warm and unstable atmosphere. Strong to severe thunderstorms developed and then organized into bowing segments across the area, spawning three weak tornadoes in addition to widespread areas of downburst wind damage. Thousands of trees were downed, causing scattered power outages and some structural damage.  In addition, due to the very wet antecedent conditions, flash flooding occurred in several locations, resulting in closed and impassable roads, water rescues and significant property damage. The most widespread and hardest hit areas were along and east of Interstate 65 in central Kentucky. Rainfall amounts over the period were in excess of 5 to 7 inches. Several rivers across the region went above flood stage, cresting several feet above flood stage.",40245
584235,JEFFERSON CO.,INDIAN HILLS,2015-07-13,1343,Thunderstorm Wind,52, ,EG,Emergency Manager, , ,SSW,SSW,INDIAN HILLS,1343,38.2689,-85.6565,38.2689,-85.6565,The Jefferson County emergency manager reported several trees down at the intersection of Brownsboro Road and Moccasin Trail.,"A series of upper level disturbances moved from the Upper Midwest into the lower Ohio Valley and interacted with a moist, warm and unstable atmosphere. Strong to severe thunderstorms developed and then organized into bowing segments across the area, spawning three weak tornadoes in addition to widespread areas of downburst wind damage. Thousands of trees were downed, causing scattered power outages and some structural damage.  In addition, due to the very wet antecedent conditions, flash flooding occurred in several locations, resulting in closed and impassable roads, water rescues and significant property damage. The most widespread and hardest hit areas were along and east of Interstate 65 in central Kentucky. Rainfall amounts over the period were in excess of 5 to 7 inches. Several rivers across the region went above flood stage, cresting several feet above flood stage.",40207
584237,JEFFERSON CO.,ST DENNIS,2015-07-13,1344,Thunderstorm Wind,52, ,EG,Emergency Manager, , ,N,N,ST DENNIS,1344,38.2502,-85.8177,38.2502,-85.8177,The Jefferson County emergency manager reported several trees down at the intersection of 40th Street and Broadway.,"A series of upper level disturbances moved from the Upper Midwest into the lower Ohio Valley and interacted with a moist, warm and unstable atmosphere. Strong to severe thunderstorms developed and then organized into bowing segments across the area, spawning three weak tornadoes in addition to widespread areas of downburst wind damage. Thousands of trees were downed, causing scattered power outages and some structural damage.  In addition, due to the very wet antecedent conditions, flash flooding occurred in several locations, resulting in closed and impassable roads, water rescues and significant property damage. The most widespread and hardest hit areas were along and east of Interstate 65 in central Kentucky. Rainfall amounts over the period were in excess of 5 to 7 inches. Several rivers across the region went above flood stage, cresting several feet above flood stage.",40211
584239,JEFFERSON CO.,(LOU)BOWMAN FLD LOUI,2015-07-13,1345,Thunderstorm Wind,52, ,EG,Emergency Manager, , ,ESE,ESE,(LOU)BOWMAN FLD LOUI,1345,38.225,-85.6494,38.225,-85.6494,The Jefferson County emergency manager reported that severe thunderstorm winds brought down power lines and wires at the Jewish Community Center and Academy.,"A series of upper level disturbances moved from the Upper Midwest into the lower Ohio Valley and interacted with a moist, warm and unstable atmosphere. Strong to severe thunderstorms developed and then organized into bowing segments across the area, spawning three weak tornadoes in addition to widespread areas of downburst wind damage. Thousands of trees were downed, causing scattered power outages and some structural damage.  In addition, due to the very wet antecedent conditions, flash flooding occurred in several locations, resulting in closed and impassable roads, water rescues and significant property damage. The most widespread and hardest hit areas were along and east of Interstate 65 in central Kentucky. Rainfall amounts over the period were in excess of 5 to 7 inches. Several rivers across the region went above flood stage, cresting several feet above flood stage.",40207
584238,JEFFERSON CO.,EASTWOOD,2015-07-13,1345,Thunderstorm Wind,52, ,EG,Public, , ,SW,SW,EASTWOOD,1345,38.21,-85.47,38.21,-85.47,A public report was received that indicated large limbs and 1 large tree fell down as a result of severe thunderstorm winds.,"A series of upper level disturbances moved from the Upper Midwest into the lower Ohio Valley and interacted with a moist, warm and unstable atmosphere. Strong to severe thunderstorms developed and then organized into bowing segments across the area, spawning three weak tornadoes in addition to widespread areas of downburst wind damage. Thousands of trees were downed, causing scattered power outages and some structural damage.  In addition, due to the very wet antecedent conditions, flash flooding occurred in several locations, resulting in closed and impassable roads, water rescues and significant property damage. The most widespread and hardest hit areas were along and east of Interstate 65 in central Kentucky. Rainfall amounts over the period were in excess of 5 to 7 inches. Several rivers across the region went above flood stage, cresting several feet above flood stage.",40245
584240,JEFFERSON CO.,O BANNON,2015-07-13,1347,Thunderstorm Wind,52, ,EG,Emergency Manager, , ,E,E,O BANNON,1347,38.2833,-85.4857,38.2833,-85.4857,The Jefferson County emergency manager reported several trees down near the intersection of Old Henry Road and Factory Lane.,"A series of upper level disturbances moved from the Upper Midwest into the lower Ohio Valley and interacted with a moist, warm and unstable atmosphere. Strong to severe thunderstorms developed and then organized into bowing segments across the area, spawning three weak tornadoes in addition to widespread areas of downburst wind damage. Thousands of trees were downed, causing scattered power outages and some structural damage.  In addition, due to the very wet antecedent conditions, flash flooding occurred in several locations, resulting in closed and impassable roads, water rescues and significant property damage. The most widespread and hardest hit areas were along and east of Interstate 65 in central Kentucky. Rainfall amounts over the period were in excess of 5 to 7 inches. Several rivers across the region went above flood stage, cresting several feet above flood stage.",40245
584247,BULLITT CO.,MT WASHINGTON,2015-07-13,1406,Thunderstorm Wind,52, ,EG,Public, , ,N,N,MT WASHINGTON,1406,38.05,-85.55,38.05,-85.55,A picture from the public was received that showed a tree down as a result of severe thunderstorm winds.,"A series of upper level disturbances moved from the Upper Midwest into the lower Ohio Valley and interacted with a moist, warm and unstable atmosphere. Strong to severe thunderstorms developed and then organized into bowing segments across the area, spawning three weak tornadoes in addition to widespread areas of downburst wind damage. Thousands of trees were downed, causing scattered power outages and some structural damage.  In addition, due to the very wet antecedent conditions, flash flooding occurred in several locations, resulting in closed and impassable roads, water rescues and significant property damage. The most widespread and hardest hit areas were along and east of Interstate 65 in central Kentucky. Rainfall amounts over the period were in excess of 5 to 7 inches. Several rivers across the region went above flood stage, cresting several feet above flood stage.",40047
584324,JEFFERSON CO.,WORTHINGTON,2015-07-14,339,Thunderstorm Wind,52, ,EG,NWS Employee, , ,SSW,SSW,WORTHINGTON,339,38.3126,-85.552,38.3126,-85.552,An off-duty NWS employee reported that two trees were down on Honeylore Court.,"A series of upper level disturbances moved from the Upper Midwest into the lower Ohio Valley and interacted with a moist, warm and unstable atmosphere. Strong to severe thunderstorms developed and then organized into bowing segments across the area, spawning three weak tornadoes in addition to widespread areas of downburst wind damage. Thousands of trees were downed, causing scattered power outages and some structural damage.  In addition, due to the very wet antecedent conditions, flash flooding occurred in several locations, resulting in closed and impassable roads, water rescues and significant property damage. The most widespread and hardest hit areas were along and east of Interstate 65 in central Kentucky. Rainfall amounts over the period were in excess of 5 to 7 inches. Several rivers across the region went above flood stage, cresting several feet above flood stage.",40241
584327,JEFFERSON CO.,ST REGIS PARK,2015-07-14,347,Thunderstorm Wind,52, ,EG,Broadcast Media, , ,NW,NW,ST REGIS PARK,347,38.239,-85.5615,38.239,-85.5615,A broadcast media meteorologist relayed a report of trees down on Moser Road near the Douglass Hills neighborhood.,"A series of upper level disturbances moved from the Upper Midwest into the lower Ohio Valley and interacted with a moist, warm and unstable atmosphere. Strong to severe thunderstorms developed and then organized into bowing segments across the area, spawning three weak tornadoes in addition to widespread areas of downburst wind damage. Thousands of trees were downed, causing scattered power outages and some structural damage.  In addition, due to the very wet antecedent conditions, flash flooding occurred in several locations, resulting in closed and impassable roads, water rescues and significant property damage. The most widespread and hardest hit areas were along and east of Interstate 65 in central Kentucky. Rainfall amounts over the period were in excess of 5 to 7 inches. Several rivers across the region went above flood stage, cresting several feet above flood stage.",40223
585005,JEFFERSON CO.,JEFFERSONTOWN,2015-07-14,449,Thunderstorm Wind,52, ,EG,State Official, , ,W,W,JEFFERSONTOWN,449,38.1991,-85.5929,38.1991,-85.5929,A Kentucky state official reported that several trees were down in the eastern partof Jefferson County including on Stony Brook Drive and Hustbourne Parkway.,"A series of upper level disturbances moved from the Upper Midwest into the lower Ohio Valley and interacted with a moist, warm and unstable atmosphere. Strong to severe thunderstorms developed and then organized into bowing segments across the area, spawning three weak tornadoes in addition to widespread areas of downburst wind damage. Thousands of trees were downed, causing scattered power outages and some structural damage.  In addition, due to the very wet antecedent conditions, flash flooding occurred in several locations, resulting in closed and impassable roads, water rescues and significant property damage. The most widespread and hardest hit areas were along and east of Interstate 65 in central Kentucky. Rainfall amounts over the period were in excess of 5 to 7 inches. Several rivers across the region went above flood stage, cresting several feet above flood stage.",40291
